"","logFC","logCPM","F","PValue","FDR","GeneSymbol"
"ENSMUSG00000043832",2.05893076431056,3.14427919088276,23.8302278117267,0.0006507099689119,0.00627042701770908,"Clec4a3"
"ENSMUSG00000035105",-1.54121006841744,5.99426674398916,23.8147137150549,0.000652077948832899,0.00627821097299854,"Egln3"
"ENSMUSG00000000093",-1.80911207432804,0.144753783739437,23.8813852915163,0.000653950884292164,0.0062854438767258,"Tbx2"
"ENSMUSG00000104713",3.71733205961415,4.16622331328373,23.7886354019961,0.000654907778460103,0.00628924719211857,"Gbp6"
"ENSMUSG00000020464",1.61377968332749,4.93811446463297,23.7633205752113,0.000657204610314239,0.00630260731458367,"Pnpt1"
"ENSMUSG00000031700",-1.1082715412746,1.5221243354682,23.7668626171758,0.000657423748616785,0.00630260731458367,"Gpt2"
"ENSMUSG00000022193",1.56402004060035,4.89451477284257,23.7112814901209,0.000662443170602377,0.00633988096749859,"Psmb5"
"ENSMUSG00000037788",-1.87238053116203,2.56861084186107,23.6620710884678,0.000667719352001121,0.00637948062905078,"Vopp1"
"ENSMUSG00000021969",-1.0086213050417,4.7824236281868,23.634984592824,0.000670214060184545,0.00639786113499846,"Zdhhc20"
"ENSMUSG00000064105",-1.53883666514937,3.58295434995656,23.6201743350137,0.000671785887274609,0.00640740803292472,"Cnnm2"
"ENSMUSG00000084941",-1.15088098371433,0.834943969285685,23.5993528888333,0.000675343801650821,0.00643586563358908,"Gm11944"
"ENSMUSG00000014075",1.0895702690816,3.77791119409485,23.5310305190245,0.000681023907124318,0.0064844816713188,"Dynlt2b"
"ENSMUSG00000048911",-1.04343625133223,5.03500101078619,23.5192050617207,0.000682217360582883,0.00648772424197085,"Rnf24"
"ENSMUSG00000118665",-1.49096748155392,4.52061911104156,23.5164109310723,0.000682522252278365,0.00648772424197085,"Lin54"
"ENSMUSG00000062082",2.03685702674988,2.08113102639693,23.5150871489676,0.000683243045754834,0.00648907187608002,"Cd200r4"
"ENSMUSG00000024580",1.00329579719854,2.50676660049731,23.4761947646286,0.000686940610900335,0.00650764448551146,"Grpel2"
"ENSMUSG00000032705",1.42236943474263,0.387917725080161,23.472961356368,0.000690912763293114,0.00653891524625127,"Exd2"
"ENSMUSG00000028988",-1.92246607675065,2.70336976776237,23.434603159146,0.000691408456037098,0.00653891524625127,"Ctnnbip1"
"ENSMUSG00000078249",1.53996295085872,0.435797246803861,23.4565722309566,0.000692817334647688,0.00654671489831082,"Hmga1b"
"ENSMUSG00000031387",1.41266265298808,3.01642038656943,23.3464395675631,0.000700748149501847,0.00661050884803636,"Renbp"
"ENSMUSG00000037926",-1.65480935988667,7.02550613120666,23.3311016878264,0.000702274758230463,0.0066154215835706,"Ssh2"
"ENSMUSG00000003031",-1.16900353231804,6.3800017726587,23.2988033329894,0.000705790033592837,0.00663016672797563,"Cdkn1b"
"ENSMUSG00000018909",-2.58004067830273,3.40760302443834,23.2635457770369,0.000709843097164703,0.00664595788631982,"Arrb1"
"ENSMUSG00000052423",-1.87750518303451,5.55677206515617,23.2400327636222,0.000712241973338636,0.00666285124808522,"B4galt3"
"ENSMUSG00000026088",1.62848231098643,5.4466030531313,23.2164093011278,0.000714854802673712,0.00668171624150483,"Mitd1"
"ENSMUSG00000029776",1.29023044487376,3.80181959798933,23.1760664306247,0.000719391211563927,0.00671292032306156,"Hibadh"
"ENSMUSG00000051674",-1.71984627477396,1.51090960302954,23.1609715227292,0.000721992219986982,0.00673158636388861,"Dcun1d4"
"ENSMUSG00000022582",-1.37206412403233,3.93241903975616,23.1224205340116,0.000725412028251499,0.00675784921081841,"Ly6g"
"ENSMUSG00000038368",2.26734191152554,-0.098199923876005,23.2825498107165,0.000727882887732138,0.00677523548406484,"Focad"
"ENSMUSG00000015316",2.05589294360136,1.63670353751248,23.0784737609595,0.000731501248854342,0.00679762396012488,"Slamf1"
"ENSMUSG00000022555",-1.49826882735927,7.51354709927947,22.9290149087913,0.000747583681868806,0.00692756080992514,"Dgat1"
"ENSMUSG00000020536",1.28426441736079,4.5281528861206,22.8922345629991,0.00075190509683881,0.00695264061078593,"Llgl1"
"ENSMUSG00000047867",-1.20537876037303,1.71463048972395,22.8340670671189,0.000759317812829982,0.00698659665713104,"Gimap6"
"ENSMUSG00000022540",-1.8195886180874,3.86629173819753,22.7985317383401,0.000763093229646862,0.007015278080336,"Rogdi"
"ENSMUSG00000062040",-1.73229684897509,0.85389302543759,22.7833062695369,0.000767445759059851,0.00704403326927416,"Zfp27"
"ENSMUSG00000079339",3.35982211511121,6.11214729342793,22.7443455005287,0.00076958216374846,0.00704834259991636,"Ifit1bl1"
"ENSMUSG00000058163",3.17219332991851,5.78380188345549,22.7427913390269,0.000769802029293979,0.00704834259991636,"Gm5431"
"ENSMUSG00000018340",1.30110322903392,4.48397706477285,22.7126307918185,0.000773425551906164,0.00706996750425154,"Anxa6"
"ENSMUSG00000094845",-1.39028398187538,0.80534933316458,22.7170602168591,0.000774895380044046,0.00707348060968927,"Tmem95"
"ENSMUSG00000037679",1.30517128224005,5.04061903814145,22.6903771859415,0.000776141042648097,0.00707348060968927,"Inf2"
"ENSMUSG00000028565",-1.53575968965635,3.18472736091393,22.6876750560071,0.000776580520919873,0.00707348060968927,"Nfia"
"ENSMUSG00000059791",-2.43298070543165,1.17412255831098,22.6858624457899,0.000780312429171378,0.00708452791891069,"Nrm"
"ENSMUSG00000065954",-1.49255217552842,5.8156621078207,22.651518333285,0.000780913111744637,0.00708452791891069,"Tacc1"
"ENSMUSG00000001082",-1.69486176085225,2.60864237059762,22.6501778791589,0.000781339922171287,0.00708452791891069,"Mfsd10"
"ENSMUSG00000015672",1.12121283597579,2.42669174879232,22.6401768718766,0.000782558644963806,0.00708791880083706,"Mrpl32"
"ENSMUSG00000015947",3.54819986162556,6.32980441568298,22.6008765588891,0.000787189862452347,0.00710881288356442,"Fcgr1"
"ENSMUSG00000024677",1.5982855531496,3.32433452100473,22.5805862441672,0.000789825294633817,0.0071224673797018,"Ms4a6b"
"ENSMUSG00000021886",-1.66982363232594,4.77507913704177,22.5693149465228,0.000791130560353896,0.0071224673797018,"Gpr65"
"ENSMUSG00000057440",-1.07152155537836,5.41299717158765,22.5390443661005,0.000794929524040768,0.00714989982016443,"Mpp7"
"ENSMUSG00000020777",-1.1724087821065,4.15219452983371,22.4669390130241,0.000804121651131361,0.00720791392449182,"Acox1"
"ENSMUSG00000002897",-1.6398282776724,8.76552655537465,22.4595812726838,0.000805013743162179,0.00720791392449182,"Il17ra"
"ENSMUSG00000089862",1.57484437196065,0.483441525503691,22.481429227592,0.000806517968705318,0.00721360484858779,"Umad1"
"ENSMUSG00000061650",1.9645838096469,1.91055681483489,22.4383406172988,0.000808514004716331,0.00722569094964587,"Med9"
"ENSMUSG00000062127",1.33801260669421,2.67560331309893,22.3822070547398,0.000815224978469594,0.0072682787062122,"Cttnbp2nl"
"ENSMUSG00000021880",1.61740529051102,0.458377044193954,22.3857480742109,0.000819276906246368,0.00728505555196197,"Rnase6"
"ENSMUSG00000050370",1.97417802025611,3.2032391114722,22.2105495615169,0.000837813522631917,0.00739897237695033,"Ch25h"
"ENSMUSG00000036052",-1.05860205108175,3.04775520616041,22.2045242080287,0.000838596675990737,0.00739897237695033,"Dnajb5"
"ENSMUSG00000014361",1.56105235311254,1.96167021292752,22.2035009069037,0.000839126786035859,0.00739897237695033,"Mertk"
"ENSMUSG00000024805",1.53107744306577,6.86372657104635,22.1936578097589,0.000839902491054609,0.00739998995066745,"Pcgf5"
"ENSMUSG00000037816",2.07024835276734,3.91756383730241,22.1567020490742,0.000844978147291257,0.00742719223270049,"Fbxw17"
"ENSMUSG00000061878",1.2836804071134,6.98163643154017,22.1056920246383,0.000851841954619135,0.00745827561360676,"Sphk1"
"ENSMUSG00000045302",-2.77815206297175,6.9914344554238,22.098787392416,0.000852788202612449,0.00746073176165317,"Preb"
"ENSMUSG00000034203",1.22475322213143,0.593108737951404,22.1129196926972,0.000853534416686715,0.00746143541950703,"Chchd4"
"ENSMUSG00000022074",-1.4085135318213,0.948885338308564,22.0916917604675,0.000855568365650009,0.00747010260145479,"Tnfrsf10b"
"ENSMUSG00000092060",-2.17471609306023,3.58410392533177,22.0601978314037,0.000858218386642154,0.00748486650513511,"Bend4"
"ENSMUSG00000039156",-1.44439973713236,4.53493054136714,22.0432983451831,0.000860439023249294,0.00749338252578691,"Stim2"
"ENSMUSG00000031129",-3.6136027844007,1.73658718447055,22.1027604433101,0.000860532105888083,0.00749338252578691,"Slc9a9"
"ENSMUSG00000033792",-1.51431687666594,6.26860688831415,21.9944606412653,0.000867233386256648,0.00752833815629609,"Atp7a"
"ENSMUSG00000001128",-1.29929428569454,5.72445925778377,21.9578274523014,0.000872375793970948,0.0075554215788504,"Cfp"
"ENSMUSG00000085882",-1.64499679759757,0.929340905070206,21.959730158737,0.000874436979824446,0.00756742489026453,"2610507I01Rik"
"ENSMUSG00000040710",-2.40865628060768,4.62884054059605,21.9152389698701,0.000878454980277981,0.00759308184258259,"St8sia4"
"ENSMUSG00000021619",1.45685628943577,0.497167743703855,21.9284646213077,0.000880471803907884,0.00759308184258259,"Atg10"
"ENSMUSG00000028879",-1.01757318183251,4.47314050320809,21.8916809619592,0.000881756706773753,0.00759308184258259,"Stx12"
"ENSMUSG00000039115",1.1417300352148,1.64196505538272,21.8773668744437,0.000884422336638241,0.00760452584151274,"Itga9"
"ENSMUSG00000037493",-1.30326181476222,2.38579956462885,21.8663375202746,0.000885662287751336,0.00760452584151274,"Cib2"
"ENSMUSG00000044719",-1.32323970427159,1.76184823336406,21.8649363127599,0.000886188163559886,0.00760452584151274,"E230025N22Rik"
"ENSMUSG00000039153",-2.20540729123349,5.01785163020568,21.7824722114244,0.000897553942902939,0.00766683463270826,"Runx2"
"ENSMUSG00000034349",-1.10567167581739,5.11234756937069,21.7589341158938,0.000900943654826808,0.0076899280576116,"Smc4"
"ENSMUSG00000060063",-1.14423379347635,7.28356532779264,21.7314836374041,0.000904972626472567,0.00770613748297257,"Alox5ap"
"ENSMUSG00000073062",1.12075682893201,0.801214221316035,21.7381589841921,0.000905896123554223,0.00770613748297257,"Zxdb"
"ENSMUSG00000037754",-2.47890243545093,4.67428482883654,21.7229935171684,0.000906280824712934,0.00770613748297257,"Ppp1r16b"
"ENSMUSG00000038895",1.23399930947005,1.75604873614691,21.7057444122003,0.00090936839861532,0.00771929380489847,"Zfp653"
"ENSMUSG00000064128",2.1630233244755,3.9899621081232,21.6987638551593,0.000909894451349235,0.00771929380489847,"Cpap"
"ENSMUSG00000033213",1.80223736389054,8.75309897768582,21.6687443653823,0.000914266311179788,0.00774465801163408,"AA467197"
"ENSMUSG00000034880",1.00266912584456,1.4002373333417,21.6622337899288,0.000916074315454485,0.00775411242696255,"Mrpl34"
"ENSMUSG00000073555",2.6835364752263,1.59850283359961,21.6507068553242,0.000919884154662639,0.00777461668273318,"Iigp1c"
"ENSMUSG00000019864",-1.57706718597699,1.16827688174645,21.6219905458061,0.000922915850423102,0.0077884924214546,"Rtn4ip1"
"ENSMUSG00000026944",-2.71235911453014,3.05958082308064,21.6056483670332,0.000924120407199825,0.00778861168156385,"Abca2"
"ENSMUSG00000063458",1.16968044980645,3.29569120038014,21.6021921502083,0.000924319937224941,0.00778861168156385,"Lrmda"
"ENSMUSG00000036820",1.1160348755433,6.56238946465789,21.5558574340735,0.000931279784453788,0.00784136179141518,"Amdhd2"
"ENSMUSG00000032579",-1.60623359002859,1.23847776191045,21.5282225267944,0.000937065412533736,0.00787890049619084,"Hemk1"
"ENSMUSG00000097885",-1.16216863201093,1.2434589168579,21.496795218462,0.000941438699061764,0.0078996297039244,"5031434O11Rik"
"ENSMUSG00000025195",-2.1714403431864,4.32663298073145,21.4874773911669,0.000941831269361137,0.0078996297039244,"Dnmbp"
"ENSMUSG00000028617",1.4775106116779,0.393044066876518,21.5161056284345,0.00094242927760747,0.0078996297039244,"Lrrc42"
"ENSMUSG00000037977",-1.9311274058487,3.15152857901578,21.3778851781404,0.000959100188639131,0.00799155079113661,"6430571L13Rik"
"ENSMUSG00000021367",1.63533297552685,6.80049454133384,21.3716573779668,0.000959866467012835,0.00799199368188176,"Edn1"
"ENSMUSG00000041390",1.30484296983285,4.70096994323994,21.3504578292127,0.000963227201441091,0.00801383329886765,"Mdfic"
"ENSMUSG00000090119",-1.09207047050092,0.568038625192855,21.3629977349038,0.000963919629416757,0.00801383329886765,"Gm8185"
"ENSMUSG00000005947",1.39338690645865,0.560393948970762,21.3271850167504,0.000970509703341416,0.00805070484481662,"Itgae"
"ENSMUSG00000031021",-1.06820504757635,3.762133312134,21.2012483095089,0.000987318259648611,0.00814792027679086,"Tmem9b"
"ENSMUSG00000006411",1.94293481320642,4.63520530071686,21.1929520170894,0.000988671693923756,0.0081530858526884,"Nectin4"
"ENSMUSG00000040479",1.10205297324255,8.61297965111359,21.1747897113252,0.000991594825825036,0.00816517502793621,"Dgkz"
"ENSMUSG00000021665",1.39949041670398,5.60995755742267,21.1224354088747,0.00100024525173076,0.00819468480432763,"Hexb"
"ENSMUSG00000022899",-2.43196342641876,5.52002403117448,21.0830643303664,0.00100681191250403,0.00823601540396545,"Slc15a2"
"ENSMUSG00000037126",-1.60517018522884,-0.15297878180295,21.1612681416835,0.00100919153667665,0.00824344719499647,"Psd"
"ENSMUSG00000062797",1.19734133605651,0.879075101943797,21.0675462050814,0.00101136649143964,0.00824918796911504,"Hikeshi"
"ENSMUSG00000028893",-1.64504705937617,5.32120384383243,21.0481026284581,0.0010126830327416,0.00825105768275405,"Sesn2"
"ENSMUSG00000051391",1.75948453144707,7.64196394157315,21.009812375537,0.00101916009595066,0.00828153470446577,"Ywhag"
"ENSMUSG00000021360",-1.05039347993828,7.85403681219975,21.0084713099329,0.00101938786283306,0.00828153470446577,"Gcnt2"
"ENSMUSG00000021550",1.00547481871694,1.48724200533969,21.0111179417303,0.00101976602946041,0.00828153470446577,"Qng1"
"ENSMUSG00000090330",1.35540416808384,1.45018545048207,20.9894961818213,0.00102364885052188,0.0082985360502796,"9130221H12Rik"
"ENSMUSG00000025227",-1.06522577708356,0.678581359923634,20.9947028289204,0.00102408096346361,0.0082985360502796,"Mfsd13a"
"ENSMUSG00000037890",1.23218087552776,2.06660505944446,20.9723095209277,0.0010259844151867,0.00830195475884287,"Wdr19"
"ENSMUSG00000001418",1.26717558377346,4.75578659161967,20.9539956462542,0.00102869774285129,0.00830591902315162,"Glmp"
"ENSMUSG00000004880",-1.87469486485319,6.45943558763381,20.9253131862878,0.00103363599159644,0.00831975348773497,"Lbr"
"ENSMUSG00000032870",-1.04169900447525,5.26173675105323,20.8802372306473,0.00104145997458163,0.0083642509788962,"Smap2"
"ENSMUSG00000033157",1.05390262149833,2.55503878850208,20.8792943471633,0.00104189295677158,0.0083642509788962,"Abhd10"
"ENSMUSG00000002944",-1.58679359501225,3.43984764892756,20.864846664489,0.00104427357557386,0.00836538524764565,"Cd36"
"ENSMUSG00000041040",-1.55920529918997,3.38760813141528,20.8514779702374,0.00104661629410795,0.00836621170332941,"Fam117b"
"ENSMUSG00000021003",-1.29657112952916,3.94296983602237,20.813845737019,0.00105317355042966,0.00841262721287612,"Galc"
"ENSMUSG00000025877",1.69401126830644,8.38511058279154,20.8028994865287,0.00105504753226741,0.00841597576633847,"Hk3"
"ENSMUSG00000038880",1.21592229849796,0.606970635784778,20.7690985843502,0.0010641232518191,0.00846389587163712,"Mrps34"
"ENSMUSG00000073491",3.05159252940223,6.0093644414222,20.6985486966564,0.00107372678247889,0.00849978260092221,"Ifi213"
"ENSMUSG00000060002",1.7778940169997,4.30288275161323,20.6919124109116,0.00107498649416332,0.00850202797465653,"Chpt1"
"ENSMUSG00000035202",3.20040388814234,9.53108507933362,20.6598962803811,0.00108074112054259,0.00852948291402873,"Lars2"
"ENSMUSG00000101268",-1.28864924716487,2.49276522594698,20.6550450598733,0.001081940428565,0.008532939044988,"2010310C07Rik"
"ENSMUSG00000060771",1.10947065727961,2.83015620684527,20.6238323099523,0.00108754133287502,0.00857107997013383,"Tsga10"
"ENSMUSG00000023411",2.25833283036438,0.175980437157082,20.7053890726693,0.00109252809484726,0.00859602377414742,"Nfatc4"
"ENSMUSG00000020707",1.17835499640536,2.24201776781665,20.5956257647553,0.00109288344506007,0.00859602377414742,"Rnf135"
"ENSMUSG00000103711",1.81705991372265,0.4352036444727,20.6352097001175,0.00109300739521371,0.00859602377414742,"Tstd1"
"ENSMUSG00000026655",-1.16693848794975,6.29853731776585,20.5654042618468,0.0010981326867508,0.00862058923246323,"Fam107b"
"ENSMUSG00000032946",-1.21554186461241,4.31606851774076,20.4638639900297,0.00111721746976085,0.00871911990502076,"Rasgrp2"
"ENSMUSG00000113918",-1.40460272664087,0.895009347443882,20.4585000941161,0.00112058611121835,0.00872972269178877,"Gm6566"
"ENSMUSG00000024474",-1.14553426761079,6.90741305260602,20.4357293134328,0.00112255080215357,0.00873034478815755,"Ik"
"ENSMUSG00000039007",1.90379868909633,0.606680731858712,20.4510818521154,0.00112614213300953,0.00874007955999848,"Cpq"
"ENSMUSG00000010047",1.70770700860316,1.1524877901231,20.4101032019771,0.00112969661276941,0.0087548321503447,"Hyal2"
"ENSMUSG00000046006",-1.56864788389379,2.46559211475359,20.3884259126454,0.00113198377293169,0.00875508791442917,"Gapt"
"ENSMUSG00000063362",1.04389031756947,1.37381503749457,20.3657002370053,0.00113704443163491,0.00876943339523137,"Alg11"
"ENSMUSG00000041025",1.19529172180469,3.12479837274964,20.3576002002895,0.00113771851864746,0.00876943339523137,"Iffo2"
"ENSMUSG00000028906",-2.27603064420612,5.30266105813359,20.3549884725915,0.0011380892720465,0.00876943339523137,"Epb41"
"ENSMUSG00000032842",-1.39335883322007,0.897556166987401,20.3662262153025,0.00113827594893981,0.00876943339523137,"Abcc10"
"ENSMUSG00000067071",-1.04956639316412,2.3399094256194,20.3543868853191,0.00113853177389682,0.00876943339523137,"Hes6"
"ENSMUSG00000051490",-2.13434922896227,1.3570293346387,20.3577923255066,0.00113999936282324,0.00877131635416673,"Foxd4"
"ENSMUSG00000020788",-1.5983751685022,5.24914335962854,20.3433817263114,0.00114034156580895,0.00877131635416673,"Atp2a3"
"ENSMUSG00000040848",-1.29491294366353,5.87442830720254,20.3246120593332,0.00114399683465038,0.00879339679418851,"Sft2d2"
"ENSMUSG00000030527",-2.12407064349797,4.76447630972715,20.290398156225,0.00115076124810978,0.00880914023740864,"Crtc3"
"ENSMUSG00000108393",1.58737342664763,0.784248764055649,20.2907653717056,0.00115407475058875,0.00882847490092021,"Gm32633"
"ENSMUSG00000054520",1.42516538174659,7.96641749144377,20.2268188547395,0.00116327916322053,0.00888070135028097,"Sh3bp2"
"ENSMUSG00000033987",-1.96294361885897,3.19194429391459,20.1663726537532,0.0011756449327983,0.00895071519148811,"Dnah17"
"ENSMUSG00000075033",-1.40025574957907,1.53355584073519,20.1239905184505,0.00118501633045867,0.00898543844076477,"Nxpe3"
"ENSMUSG00000053411",-1.85713179518797,2.18013322233294,20.1142534777926,0.00118662383924624,0.00899154385830467,"Cbx7"
"ENSMUSG00000114963",-1.56676126954879,1.01662545764206,20.0839686540939,0.00119455794357905,0.00903944015779229,"Gm29010"
"ENSMUSG00000019088",1.03525033926972,1.22938931349805,20.0718828581491,0.00119589048029996,0.00904341741749103,"Dnase1l1"
"ENSMUSG00000021238",-1.49002317919168,1.28216265701992,20.0093760018756,0.00120919512921575,0.00912555542971102,"Aldh6a1"
"ENSMUSG00000039304",3.22079783063262,5.30314358706376,19.9847023767927,0.00121280079823445,0.0091410653828375,"Tnfsf10"
"ENSMUSG00000037336",-1.05396307593057,2.69693318107694,19.9378904347493,0.00122280749066363,0.00919106524465508,"Mfsd2b"
"ENSMUSG00000062753",1.28897387166002,3.66048294564366,19.9020199600648,0.00123026959599517,0.00922420606846635,"Smim29"
"ENSMUSG00000074896",2.86604354641829,10.0070014090195,19.8661536316943,0.00123786352169269,0.00926898278282917,"Ifit3"
"ENSMUSG00000024597",-2.06257321409806,2.05242511294565,19.8694126106591,0.00123812503131037,0.00926898278282917,"Slc12a2"
"ENSMUSG00000015468",1.51405713614969,1.21744872425701,19.8320820196853,0.00124706923836438,0.00931106259450338,"Notch4"
"ENSMUSG00000027175",1.19877722474733,1.22135284893075,19.7958522536654,0.00125452795761293,0.00935464530022975,"Tcp11l1"
"ENSMUSG00000041037",-1.31053544096789,2.66722074258243,19.7904396041953,0.00125457587991838,0.00935464530022975,"Irgq"
"ENSMUSG00000040522",-2.16135322937126,3.02907282350466,19.7625815412433,0.00126063676241984,0.00939358789656859,"Tlr8"
"ENSMUSG00000001123",1.21209817543884,8.50423665100523,19.7299307820237,0.001267523558192,0.00942604015453331,"Lgals9"
"ENSMUSG00000030987",-1.09110880937641,3.58848986295903,19.7272818140373,0.00126818519134235,0.00942604015453331,"Stim1"
"ENSMUSG00000022048",1.12879755637242,2.29774764040194,19.6817722152396,0.00127858646613524,0.00947943814206369,"Dpysl2"
"ENSMUSG00000038949",-2.40730709883378,2.60516105171776,19.6817377018016,0.00127892482116537,0.00947943814206369,"Cnst"
"ENSMUSG00000008496",1.24390505148647,5.26859418060581,19.6133285824877,0.00129359532098422,0.00953967393199242,"Pou2f2"
"ENSMUSG00000021939",1.55305954693849,10.3127610345615,19.6118014680722,0.0012939390629633,0.00953967393199242,"Ctsb"
"ENSMUSG00000029918",1.2133264600689,0.66355876348464,19.6259785012416,0.00129396111600025,0.00953967393199242,"Mrps33"
"ENSMUSG00000085720",-1.1082177030197,0.88427759058429,19.6178710337249,0.00129471259485683,0.00953967393199242,"Gm7854"
"ENSMUSG00000062310",2.2094583271225,0.807507072050835,19.6289147380331,0.00129758863246386,0.00954830978596351,"Glrp1"
"ENSMUSG00000033170",-2.07584690864523,2.70202659739456,19.5565498317827,0.00130699085437436,0.00960245946085834,"Card10"
"ENSMUSG00000029860",-1.28022650626607,7.98112901843395,19.543717546575,0.00130946482574628,0.00960417035480271,"Zyx"
"ENSMUSG00000020846",-2.58331400877831,6.24609356608129,19.5363589436485,0.00131115808662895,0.00960496971293805,"Rflnb"
"ENSMUSG00000018965",1.03682354780373,5.83853036055593,19.5349097356926,0.00131149040841187,0.00960496971293805,"Ywhah"
"ENSMUSG00000032526",-1.3342976448796,3.01920247122132,19.5191766112056,0.00131532728587932,0.00961973956808606,"Ss18l2"
"ENSMUSG00000033819",1.13222423793729,2.70473085886659,19.5169250291448,0.00131587942873882,0.00961973956808606,"Ppp1r16a"
"ENSMUSG00000105458",-1.59230101564258,0.328203993505855,19.5116524793016,0.00132487806375577,0.00965403671034518,"Mir3074-2"
"ENSMUSG00000024081",-1.23460698044137,5.45769538586964,19.4531951463625,0.00133045766261285,0.00968210326292349,"Cebpz"
"ENSMUSG00000062110",-1.87969268381355,0.657663907081365,19.4683084347733,0.00133327419813411,0.00969630365898053,"Scfd2"
"ENSMUSG00000060802",1.38973049567069,10.8758489670267,19.4294666165562,0.0013360254827606,0.00971001140421404,"B2m"
"ENSMUSG00000070304",-1.19041772217313,0.738728830427011,19.4001539183183,0.00134581286952656,0.00975554258658203,"Scn2b"
"ENSMUSG00000026837",1.25017732322902,1.10442589518622,19.3952624515574,0.00134593947496355,0.00975554258658203,"Col5a1"
"ENSMUSG00000023206",2.40822398383429,8.11718148295457,19.380418749014,0.00134762684615418,0.00975636567496763,"Il15ra"
"ENSMUSG00000030410",-2.01047807740157,0.723476331148079,19.3766476266423,0.00135526118922176,0.00979273717830847,"Dmwd"
"ENSMUSG00000043323",-1.07522675553669,4.98912351226185,19.3483831019977,0.00135527218377411,0.00979273717830847,"Fbrsl1"
"ENSMUSG00000032899",2.00725935407693,0.950278571208851,19.3569541424389,0.00135794071964353,0.00979938290086607,"Styk1"
"ENSMUSG00000087113",-1.39068946391181,1.38860847291787,19.3128435883602,0.00136523360853375,0.00982039348577518,"Gm11714"
"ENSMUSG00000038213",2.5690961905377,6.52026753420636,19.2988580728916,0.00136718926482611,0.00982631081619934,"Tapbpl"
"ENSMUSG00000049892",1.99167618855461,4.77927227565997,19.2769875365376,0.00137256162599866,0.00984097439396724,"Rasd1"
"ENSMUSG00000036381",1.61012148267646,4.44337133247649,19.2431270457336,0.00138082246956604,0.00988022495147119,"P2ry14"
"ENSMUSG00000050912",-2.07979241308516,4.08177485674298,19.2040071393527,0.00139045402369853,0.00991693424395566,"Tmem123"
"ENSMUSG00000097572",1.84614607976327,4.81295798406464,19.2013650954302,0.00139104315441227,0.00991693424395566,"Gm26797"
"ENSMUSG00000038250",-1.52568431752467,6.94745852165634,19.164409647094,0.00140018560959342,0.0099504629845995,"Usp38"
"ENSMUSG00000018800",-1.70077683725936,1.14455358319258,19.1478643670029,0.00140689533372125,0.00997122427601529,"Abca5"
"ENSMUSG00000037692",-1.16953215990405,3.18286400094838,19.1281845886257,0.00140939884002952,0.00997765833294934,"Ahdc1"
"ENSMUSG00000023832",-1.06343852283268,2.97097191647877,19.0998357458764,0.00141660676586701,0.010006500221775,"Acat2"
"ENSMUSG00000001227",-1.62119308254343,5.3866017252361,19.0914210990255,0.00141850268187464,0.010006500221775,"Sema6b"
"ENSMUSG00000020681",-2.64634575856637,4.44001351005981,19.0680311014682,0.00142452080337177,0.0100343209575031,"Ace"
"ENSMUSG00000056476",1.16157702950314,6.56489664939648,19.0591498100855,0.00142669031129334,0.010042643374004,"Med12l"
"ENSMUSG00000022142",-1.95255575443144,4.103634310607,19.0445156780813,0.00143050651887077,0.0100575197973555,"Nup155"
"ENSMUSG00000069873",1.2263733179443,2.06461904916827,19.0385826684379,0.00143248657915222,0.0100651267037987,"4930438A08Rik"
"ENSMUSG00000004500",2.40673817485774,1.17965676120221,19.0042506665827,0.00144639889875311,0.0101121599864791,"Zfp324"
"ENSMUSG00000058006",-1.253092390581,3.84187955350031,18.9704907656354,0.00144956452578219,0.0101179414444065,"Mdn1"
"ENSMUSG00000060681",-1.56852502382584,1.40148735864596,18.9751593559982,0.00144993432316559,0.0101179414444065,"Slc9a6"
"ENSMUSG00000020009",-1.37297528813396,5.79677798389424,18.9639665779236,0.00145118011708644,0.0101203332745412,"Ifngr1"
"ENSMUSG00000067713",-1.18983784294151,4.80780403989227,18.8598384161554,0.00147855547880507,0.0102348185614382,"Prkag1"
"ENSMUSG00000030107",1.99305439050365,8.48396333303902,18.8307662422211,0.00148630474981354,0.0102631037160569,"Usp18"
"ENSMUSG00000022791",-1.40049640410342,2.22732156439187,18.8080360688915,0.00149290923040708,0.0102974562012928,"Tnk2"
"ENSMUSG00000052934",-2.73226210118996,4.20893935986484,18.8025910305033,0.00149403620802195,0.0102974562012928,"Fbxo31"
"ENSMUSG00000029108",-1.04549499244355,0.970321709065701,18.7986065008481,0.00149696840240144,0.0103045922559307,"Pcdh7"
"ENSMUSG00000051648",1.42323370208811,1.09276844092798,18.7969436714844,0.00149770053610051,0.0103045922559307,"Kctd19"
"ENSMUSG00000001034",1.71971765159941,5.01567555573293,18.7826369052167,0.00149925255654682,0.0103045922559307,"Mapk7"
"ENSMUSG00000039621",-1.13507561375582,7.01480127452939,18.7785765539703,0.00150034620518082,0.0103045922559307,"Prex1"
"ENSMUSG00000026313",-1.78462406935064,7.06620610623986,18.7776817916042,0.00150058843237966,0.0103045922559307,"Hdac4"
"ENSMUSG00000062488",2.52058641822677,8.3050671797403,18.7373960749793,0.00151153836872782,0.0103544073950689,"Ifit3b"
"ENSMUSG00000005986",-1.95750850819288,1.60907647256712,18.7263164899937,0.00151638774201327,0.0103749434827489,"Ankrd13d"
"ENSMUSG00000015243",-1.29961609250549,9.73689807127957,18.7078528145332,0.00151962963646434,0.010378116597109,"Abca1"
